FeedbackID,LabID,SystemPerformance,SystemAvailability,InternetConnectivity,EquipmentAvailability,LabMaterialAvailability,StaffAvailability,TechnicalSupport,LabCleanliness,SeatingAndSpace,LabSafety,Date
LFB000384,L022,3,3,2,4,3,3,3,4,3,2,2021-11-26
LFB000385,L025,3,4,4,3,5,4,4,3,3,4,2021-11-26
LFB000386,L010,3,4,2,2,2,4,4,3,4,5,2021-11-27
LFB000387,L024,3,3,4,4,4,3,4,3,4,3,2021-11-27
LFB000388,L025,5,5,5,5,3,5,3,4,3,5,2021-11-27
LFB000389,L002,4,4,4,5,5,4,3,3,5,4,2021-11-27
LFB000390,L017,3,4,3,5,3,3,4,4,3,4,2021-11-27
LFB000391,L018,4,4,2,5,3,3,3,3,5,5,2021-11-27
LFB000392,L013,3,4,3,5,3,4,4,4,3,4,2021-11-27
LFB000393,L014,3,3,3,4,3,3,5,4,5,5,2021-11-27
LFB000394,L025,3,4,5,5,5,5,5,3,5,3,2021-11-27
LFB000395,L001,2,4,3,4,3,3,2,4,3,3,2021-11-27
LFB000396,L026,3,3,2,3,5,4,4,3,3,4,2021-11-27
LFB000397,L024,3,4,3,4,3,4,3,3,3,3,2021-11-27
LFB000398,L012,5,5,3,3,4,4,5,5,3,4,2021-11-27
LFB000399,L024,4,2,3,4,3,4,5,2,3,4,2021-11-27
LFB000400,L004,5,4,3,5,4,4,5,4,4,4,2021-11-27
LFB000401,L002,4,4,2,2,2,3,4,3,1,2,2021-11-27
LFB000402,L021,4,4,5,5,4,5,3,4,5,3,2021-11-27
LFB000403,L008,3,5,3,4,5,4,4,5,4,5,2021-11-27
LFB000404,L004,2,2,2,3,1,2,3,3,2,4,2021-11-27
LFB000405,L020,3,5,3,5,3,2,4,4,4,4,2021-11-27
LFB000406,L016,3,4,4,5,3,5,3,2,3,4,2021-11-27
LFB000407,L012,3,5,4,4,3,3,4,4,3,5,2021-11-27
LFB000408,L016,4,2,4,1,3,3,3,4,4,3,2021-11-27
LFB000409,L021,3,3,3,4,4,4,4,5,4,3,2021-11-27
LFB000410,L022,3,4,3,3,5,3,3,3,4,4,2021-11-27
LFB000411,L006,5,3,4,3,5,3,3,5,3,4,2021-11-28
LFB000412,L024,3,3,3,4,5,5,3,4,4,5,2021-11-28
LFB000413,L020,3,5,2,4,3,2,3,4,5,3,2021-11-28
LFB000414,L024,5,3,4,3,3,5,5,4,3,4,2021-11-28
LFB000415,L010,4,3,2,3,3,3,2,2,4,3,2021-11-28
LFB000416,L026,4,2,3,5,2,3,3,4,4,5,2021-11-28
LFB000417,L025,3,4,3,3,4,4,4,4,4,3,2021-11-28
LFB000418,L005,2,5,5,3,3,2,4,4,5,3,2021-11-28
LFB000419,L011,4,4,4,3,3,4,3,4,3,3,2021-11-28
LFB000420,L001,2,4,4,4,4,4,5,4,3,4,2021-11-28
LFB000421,L025,2,2,3,4,3,3,4,3,4,5,2021-11-28
LFB000422,L021,4,4,4,4,5,4,2,4,4,5,2021-11-28
LFB000423,L022,3,4,3,3,4,5,5,4,2,5,2021-11-28
LFB000424,L007,3,5,5,3,3,3,4,5,5,5,2021-11-28
LFB000425,L017,2,2,4,4,4,3,3,5,4,4,2021-11-28
LFB000426,L002,4,4,2,4,3,3,5,4,3,3,2021-11-28
LFB000427,L026,4,3,4,3,3,4,3,4,4,4,2021-11-28
LFB000428,L026,2,3,2,5,2,3,3,5,3,4,2021-11-28
LFB000429,L025,3,4,4,4,2,4,3,5,4,2,2021-11-28
LFB000430,L010,3,4,5,5,4,5,4,4,5,2,2021-11-29
LFB000431,L019,5,4,3,5,5,5,4,3,4,4,2021-11-29
LFB000432,L025,5,4,4,4,5,5,4,5,3,5,2021-11-29
LFB000433,L015,3,5,2,3,3,3,2,5,5,3,2021-11-29
LFB000434,L026,3,4,3,3,2,4,4,4,3,2,2021-11-29
LFB000435,L024,3,5,4,3,3,3,5,5,5,3,2021-11-29
LFB000436,L016,3,2,4,3,3,4,3,3,3,4,2021-11-29
LFB000437,L024,2,3,4,4,3,3,3,2,2,2,2021-11-29
LFB000438,L018,5,5,3,3,5,5,4,5,4,5,2021-11-29
LFB000439,L008,5,5,5,5,5,5,4,4,5,5,2021-11-29
LFB000440,L010,4,4,3,3,3,5,4,2,4,5,2021-11-29
LFB000441,L016,4,3,2,3,5,3,3,5,4,4,2021-11-29
LFB000442,L005,5,3,2,3,3,5,3,3,3,4,2021-11-29
LFB000443,L015,3,4,4,5,4,3,3,3,3,4,2021-11-29
LFB000444,L025,3,3,5,4,4,3,4,5,3,5,2021-11-29
LFB000445,L024,4,4,4,2,4,4,3,5,4,4,2021-11-29
LFB000446,L014,5,3,4,4,2,4,3,4,4,4,2021-11-29
LFB000447,L019,4,4,3,5,3,5,4,3,4,5,2021-11-29
LFB000448,L010,3,4,4,3,5,3,4,4,4,2,2021-11-29
LFB000449,L010,3,3,4,5,5,4,4,5,5,4,2021-11-29
LFB000450,L012,5,3,5,5,3,4,4,5,4,3,2021-11-29
LFB000451,L021,5,3,3,5,3,4,5,4,5,4,2021-11-29
LFB000452,L006,2,3,3,5,2,4,3,3,4,5,2021-11-29
LFB000453,L026,3,3,3,3,5,3,3,4,4,5,2021-11-29
LFB000454,L003,2,3,2,5,2,5,4,5,3,4,2021-11-29
LFB000455,L015,4,2,1,3,4,2,3,2,3,4,2021-11-29
LFB000456,L006,4,3,3,4,5,3,3,2,4,5,2021-11-29
LFB000457,L008,4,3,4,3,2,4,5,3,5,4,2021-11-29
LFB000458,L011,2,2,5,3,3,3,4,5,3,2,2021-11-29
LFB000459,L026,4,4,3,4,3,4,3,4,4,5,2021-11-30
LFB000460,L023,5,4,4,3,4,5,4,3,5,4,2021-11-30
LFB000461,L010,5,4,4,5,5,5,4,5,5,5,2021-11-30
LFB000462,L020,4,4,3,3,4,5,3,4,3,5,2021-11-30
LFB000463,L016,5,2,4,4,5,3,4,4,4,5,2021-11-30
LFB000464,L019,3,4,3,4,3,4,3,4,3,3,2021-11-30
LFB000465,L021,3,3,4,3,3,3,4,5,4,5,2021-11-30
LFB000466,L017,3,3,3,3,2,4,5,4,4,5,2021-11-30
LFB000467,L023,4,4,3,4,4,5,4,4,4,5,2021-11-30
LFB000468,L013,2,4,4,5,4,4,4,5,4,4,2021-11-30
LFB000469,L023,4,3,5,4,5,4,3,5,5,4,2021-11-30
LFB000470,L007,5,4,4,5,5,5,5,4,5,5,2021-11-30
LFB000471,L019,3,3,3,4,4,4,5,3,3,4,2021-11-30
LFB000472,L012,4,2,3,4,5,4,3,3,4,2,2021-11-30
LFB000473,L023,4,3,3,4,3,3,4,5,4,3,2021-11-30
LFB000474,L013,3,3,2,3,4,2,4,4,5,4,2021-11-30
LFB000475,L010,1,2,4,4,3,2,1,2,3,4,2021-11-30
LFB000476,L025,2,2,4,4,3,5,3,4,4,3,2021-11-30
LFB000477,L015,4,5,2,4,3,3,3,4,4,3,2021-11-30
LFB000478,L025,3,3,3,3,4,4,5,5,3,5,2021-11-30
LFB000479,L002,3,5,3,4,2,4,4,4,3,3,2021-11-30
LFB000480,L007,3,5,2,5,5,3,1,4,3,4,2021-11-30
LFB000481,L021,3,4,2,2,2,2,1,5,4,5,2021-11-30
LFB000482,L020,3,3,3,3,4,2,3,3,4,3,2021-11-30
LFB000483,L013,2,3,4,5,3,4,4,4,3,3,2021-12-01
LFB000484,L020,5,5,4,4,5,4,2,4,4,5,2021-12-01
LFB000485,L001,4,5,4,4,5,4,3,5,5,5,2021-12-01
LFB000486,L014,5,4,3,4,3,4,4,4,3,4,2021-12-01
LFB000487,L014,4,5,2,2,4,3,3,4,3,3,2021-12-01
LFB000488,L004,3,4,4,3,3,3,3,4,4,3,2021-12-01
LFB000489,L003,4,4,2,2,4,5,4,4,4,4,2021-12-01
LFB000490,L007,5,4,5,5,4,3,5,5,5,5,2021-12-01
LFB000491,L026,2,2,4,4,3,2,3,4,4,4,2021-12-01
LFB000492,L005,4,4,3,3,4,4,4,5,5,5,2021-12-01
LFB000493,L011,3,4,5,3,3,5,5,4,2,4,2021-12-01
LFB000494,L013,5,5,3,3,3,4,3,5,5,4,2021-12-01
LFB000495,L001,3,4,4,3,5,5,2,4,3,5,2021-12-01
LFB000496,L016,4,5,3,4,4,5,5,5,5,3,2021-12-01
LFB000497,L001,3,4,3,3,3,5,3,3,2,2,2021-12-01
LFB000498,L006,5,5,5,4,4,5,5,4,4,4,2021-12-01
LFB000499,L001,4,4,3,4,5,3,4,5,3,3,2021-12-01
LFB000500,L024,3,3,3,3,2,2,5,4,4,4,2021-12-01
LFB000501,L025,3,2,3,3,3,4,3,5,4,3,2021-12-01
LFB000502,L022,4,3,4,3,4,4,3,4,4,5,2021-12-01
LFB000503,L011,2,3,3,2,3,4,3,4,3,5,2021-12-01
LFB000504,L022,3,3,2,1,3,3,3,4,3,3,2021-12-01
LFB000505,L011,2,4,3,4,4,4,4,4,3,4,2021-12-01
LFB000506,L024,3,5,5,4,5,4,4,4,4,4,2021-12-01
LFB000507,L026,5,5,4,5,4,5,5,4,4,4,2021-12-02
LFB000508,L004,4,3,4,3,4,4,4,3,4,2,2021-12-02
LFB000509,L004,3,4,4,3,5,3,2,4,4,3,2021-12-02
LFB000510,L016,3,5,4,4,4,5,4,5,4,3,2021-12-02
LFB000511,L011,4,5,5,4,3,5,5,5,5,5,2021-12-02
LFB000512,L001,4,4,5,5,4,5,4,4,5,5,2021-12-02
LFB000513,L020,3,4,4,5,4,5,3,5,5,2,2021-12-02
LFB000514,L004,4,4,3,5,4,3,5,4,4,4,2021-12-02
LFB000515,L015,5,2,4,4,5,4,5,3,4,4,2021-12-02
LFB000516,L018,4,5,4,3,3,3,3,4,2,5,2021-12-02
LFB000517,L010,4,4,5,4,2,3,3,4,3,4,2021-12-02
LFB000518,L016,3,2,3,3,4,2,4,4,4,4,2021-12-02
LFB000519,L026,1,4,3,4,3,3,3,4,5,4,2021-12-02
LFB000520,L025,5,4,4,5,4,5,4,4,5,4,2021-12-02
LFB000521,L006,4,3,3,3,5,2,3,3,3,5,2021-12-02
LFB000522,L015,4,4,5,3,4,3,3,5,5,3,2021-12-02
LFB000523,L021,4,2,2,4,4,3,3,3,4,3,2021-12-02
LFB000524,L020,3,4,3,3,3,5,3,3,3,4,2021-12-02
LFB000525,L025,4,1,3,4,4,2,2,1,2,3,2021-12-02
LFB000526,L007,5,5,4,4,3,5,4,5,2,5,2021-12-02
LFB000527,L012,5,5,3,4,5,3,4,5,5,5,2021-12-03
LFB000528,L002,3,2,4,3,4,4,3,4,4,3,2021-12-03
LFB000529,L017,4,4,2,3,4,4,4,5,5,3,2021-12-03
LFB000530,L020,3,4,3,2,5,3,2,5,3,3,2021-12-03
LFB000531,L006,3,2,3,4,4,5,4,5,4,5,2021-12-03
LFB000532,L021,4,3,5,3,4,4,4,4,4,3,2021-12-03
LFB000533,L002,1,3,2,3,2,4,4,3,3,3,2021-12-03
LFB000534,L012,4,3,5,3,4,3,5,4,3,4,2021-12-03
LFB000535,L015,5,4,5,4,4,3,3,5,4,4,2021-12-03
LFB000536,L011,2,5,5,3,3,4,4,5,4,4,2021-12-03
LFB000537,L020,5,4,3,5,4,5,4,4,3,4,2021-12-03
LFB000538,L012,3,4,4,5,3,3,3,4,4,5,2021-12-03
LFB000539,L016,5,3,5,4,4,5,3,5,4,4,2021-12-03
LFB000540,L026,3,3,2,3,4,5,5,3,4,4,2021-12-03
LFB000541,L013,4,4,5,4,3,4,4,5,5,4,2021-12-03
LFB000542,L022,3,3,4,3,3,4,4,4,2,4,2021-12-03
LFB000543,L001,4,2,3,4,3,4,4,3,2,4,2021-12-03
LFB000544,L010,4,5,5,3,4,5,3,4,4,4,2021-12-03
LFB000545,L023,4,5,5,4,4,4,4,3,4,5,2021-12-03
LFB000546,L020,3,4,3,2,4,3,4,3,4,5,2021-12-03
LFB000547,L014,2,4,3,3,4,3,3,4,2,1,2021-12-03
LFB000548,L003,4,4,3,4,4,3,2,2,2,4,2021-12-03
LFB000549,L016,5,3,3,4,3,4,3,3,3,4,2021-12-03
LFB000550,L023,4,2,3,3,2,3,4,2,3,2,2021-12-03
LFB000551,L012,3,3,4,3,1,2,2,3,4,3,2021-12-03
LFB000552,L010,4,2,3,2,4,3,1,2,2,3,2021-12-03
LFB000553,L025,4,3,3,4,4,5,3,4,5,3,2021-12-03
LFB000554,L010,5,5,2,3,4,4,4,4,2,4,2021-12-04
LFB000555,L015,4,4,1,3,2,1,3,4,3,3,2021-12-04
LFB000556,L025,3,4,2,2,4,5,3,4,4,4,2021-12-04
LFB000557,L020,4,3,4,3,3,3,4,4,4,4,2021-12-04
LFB000558,L021,5,4,3,3,3,4,3,1,2,3,2021-12-04
LFB000559,L010,2,4,2,3,3,2,4,2,2,3,2021-12-04
LFB000560,L016,3,5,3,4,5,4,5,3,3,4,2021-12-04
LFB000561,L019,2,3,3,2,4,2,3,2,3,3,2021-12-04
LFB000562,L011,2,3,4,3,5,3,4,5,3,4,2021-12-04
LFB000563,L015,4,5,4,5,3,4,3,4,5,4,2021-12-04
LFB000564,L001,3,4,3,4,5,4,3,4,3,4,2021-12-04
LFB000565,L025,4,2,3,4,4,3,3,4,3,4,2021-12-04
LFB000566,L003,4,3,4,3,3,3,3,5,3,5,2021-12-04
LFB000567,L008,4,4,5,4,5,4,4,5,5,4,2021-12-04
LFB000568,L003,4,4,3,3,3,5,3,4,4,3,2021-12-04
LFB000569,L014,4,4,4,5,4,4,4,4,4,5,2021-12-04
LFB000570,L012,3,2,1,3,3,3,4,3,3,3,2021-12-04
LFB000571,L024,5,4,2,3,3,3,4,4,2,4,2021-12-04
LFB000572,L024,4,4,3,4,4,5,3,5,4,3,2021-12-04
LFB000573,L016,3,3,4,2,4,4,2,3,4,3,2021-12-04
LFB000574,L007,3,3,3,3,2,3,3,1,4,2,2021-12-04
LFB000575,L010,3,2,3,5,4,3,4,4,2,4,2021-12-05
LFB000576,L015,3,3,3,2,3,4,4,4,4,5,2021-12-05
LFB000577,L015,4,5,3,4,3,4,4,4,5,5,2021-12-05
LFB000578,L017,2,3,4,4,5,4,4,4,5,5,2021-12-05
LFB000579,L020,2,3,5,3,4,5,4,4,3,2,2021-12-05
LFB000580,L014,4,4,4,4,2,4,5,1,4,4,2021-12-05
LFB000581,L016,4,3,3,4,3,3,5,1,4,4,2021-12-05
LFB000582,L020,3,3,3,2,4,4,4,4,5,4,2021-12-05
LFB000583,L001,3,5,4,5,4,3,4,3,4,3,2021-12-05
LFB000584,L012,4,4,3,3,5,5,3,5,5,3,2021-12-05
LFB000585,L014,4,4,4,5,4,4,5,4,4,4,2021-12-05
LFB000586,L020,4,4,5,4,4,5,4,4,3,2,2021-12-05
LFB000587,L014,4,2,3,4,3,4,4,3,4,3,2021-12-05
LFB000588,L024,3,2,2,2,3,3,1,3,3,2,2021-12-05
LFB000589,L024,4,4,3,3,4,5,5,5,3,5,2021-12-05
LFB000590,L008,4,3,3,3,3,5,1,2,5,2,2021-12-05
LFB000591,L024,3,4,2,4,3,5,4,3,3,3,2021-12-05
LFB000592,L020,3,5,3,2,3,5,4,5,3,4,2021-12-05
LFB000593,L022,4,4,3,4,5,4,3,2,4,3,2021-12-05
LFB000594,L016,3,2,4,3,4,3,4,4,4,4,2021-12-05
LFB000595,L016,4,5,4,4,5,5,5,5,3,5,2021-12-05
LFB000596,L019,4,3,4,5,4,5,3,5,5,2,2021-12-06
LFB000597,L010,4,3,3,3,3,5,3,4,3,2,2021-12-06
LFB000598,L011,5,5,4,5,4,5,4,4,4,5,2021-12-06
LFB000599,L024,3,5,3,4,2,2,4,3,4,5,2021-12-06
LFB000600,L004,3,1,3,3,2,4,3,4,4,5,2021-12-06
LFB000601,L010,4,4,2,5,3,4,3,4,4,4,2021-12-06
LFB000602,L002,3,3,4,2,2,4,4,4,3,2,2021-12-06
LFB000603,L010,3,3,3,3,3,2,1,4,2,3,2021-12-06
LFB000604,L023,4,4,4,3,5,3,4,4,5,3,2021-12-06
LFB000605,L012,3,3,4,4,3,4,4,4,2,3,2021-12-06
LFB000606,L026,4,3,4,3,5,4,2,4,4,3,2021-12-06
LFB000607,L021,2,2,3,3,4,4,4,5,4,4,2021-12-06
LFB000608,L011,3,4,4,2,3,3,2,3,1,4,2021-12-06
LFB000609,L006,3,5,4,2,5,4,5,5,4,5,2021-12-06
LFB000610,L007,3,4,5,5,5,4,3,3,5,4,2021-12-06
LFB000611,L022,5,3,4,4,5,5,2,4,2,5,2021-12-06
LFB000612,L013,5,5,5,5,5,3,4,4,5,4,2021-12-06
LFB000613,L001,3,3,2,2,3,3,2,4,2,3,2021-12-06
LFB000614,L001,2,3,3,3,3,4,3,3,4,4,2021-12-06
LFB000615,L007,3,2,4,3,3,2,3,3,3,3,2021-12-06
LFB000616,L005,3,4,3,3,3,4,2,4,4,3,2021-12-06
LFB000617,L021,3,3,3,3,2,4,3,2,3,4,2021-12-06
LFB000618,L013,5,2,3,2,4,3,3,4,5,5,2021-12-06
LFB000619,L006,1,3,2,4,4,3,4,4,4,4,2021-12-06
LFB000620,L016,5,4,3,4,4,2,3,2,3,5,2021-12-06
LFB000621,L007,3,4,5,3,3,3,5,2,3,4,2021-12-06
LFB000622,L018,1,3,3,4,4,4,4,3,3,2,2021-12-06
LFB000623,L012,3,4,4,3,3,4,3,2,3,5,2021-12-06
LFB000624,L021,4,4,3,3,3,4,4,3,4,3,2021-12-06
LFB000625,L002,2,2,5,4,5,4,3,5,5,4,2021-12-07
LFB000626,L022,5,4,3,4,4,3,3,3,3,5,2021-12-07
LFB000627,L010,3,3,2,4,4,4,2,4,4,2,2021-12-07
LFB000628,L018,4,4,2,4,4,4,4,2,3,3,2021-12-07
LFB000629,L012,3,3,2,3,4,4,5,5,4,5,2021-12-07
LFB000630,L007,5,3,5,4,3,5,3,4,4,5,2021-12-07
LFB000631,L011,5,3,5,4,5,4,5,4,5,5,2021-12-07
LFB000632,L020,3,4,4,4,4,4,5,5,4,5,2021-12-07
LFB000633,L011,3,3,5,4,3,2,5,5,5,4,2021-12-07
LFB000634,L019,4,3,3,3,3,3,3,3,4,4,2021-12-07
LFB000635,L026,5,3,3,4,4,3,4,3,3,4,2021-12-07
LFB000636,L010,4,3,3,5,3,5,3,4,4,5,2021-12-07
LFB000637,L007,5,5,4,5,4,4,4,5,2,4,2021-12-07
LFB000638,L020,4,4,4,5,5,4,3,5,5,5,2021-12-07
LFB000639,L013,4,3,4,4,4,4,4,3,3,4,2021-12-07
LFB000640,L022,4,5,2,5,4,4,4,4,3,3,2021-12-07
LFB000641,L011,3,3,5,5,4,2,3,5,3,2,2021-12-07
LFB000642,L010,4,3,3,5,5,4,5,4,4,5,2021-12-07
LFB000643,L008,2,3,3,3,3,3,2,3,3,4,2021-12-07
LFB000644,L016,2,4,3,3,3,4,3,3,3,4,2021-12-07
LFB000645,L020,4,3,3,3,3,3,3,2,3,2,2021-12-07
LFB000646,L015,3,4,3,4,3,4,4,5,3,5,2021-12-07
LFB000647,L022,4,3,2,5,3,4,2,3,3,3,2021-12-08
LFB000648,L008,3,5,1,4,3,5,4,3,4,5,2021-12-08
LFB000649,L007,3,5,2,4,4,5,3,2,3,5,2021-12-08
LFB000650,L003,4,4,3,4,3,4,3,4,5,5,2021-12-08
LFB000651,L021,3,5,4,2,4,5,4,5,4,5,2021-12-08
LFB000652,L014,1,4,3,4,3,4,1,4,4,2,2021-12-08
LFB000653,L010,3,4,1,3,3,4,2,3,3,5,2021-12-08
LFB000654,L024,3,4,3,3,5,3,3,3,2,3,2021-12-08
LFB000655,L006,2,3,4,3,3,3,5,4,3,3,2021-12-08
LFB000656,L012,4,4,3,4,5,4,3,3,4,3,2021-12-08
LFB000657,L017,5,4,4,5,5,4,4,4,3,4,2021-12-08
LFB000658,L013,3,3,4,3,3,4,4,4,3,4,2021-12-08
LFB000659,L001,3,4,3,3,5,4,3,4,2,4,2021-12-08
LFB000660,L010,2,4,4,3,3,2,4,3,4,4,2021-12-08
LFB000661,L012,2,3,2,3,3,4,3,4,3,4,2021-12-08
LFB000662,L002,4,3,4,3,5,5,4,5,5,4,2021-12-08
LFB000663,L011,5,5,5,5,5,4,5,5,5,5,2021-12-08
LFB000664,L001,5,4,5,5,3,4,5,5,5,4,2021-12-08
LFB000665,L010,2,2,5,4,2,5,2,4,5,4,2021-12-08
LFB000666,L016,3,3,3,2,4,4,4,3,3,2,2021-12-09
LFB000667,L024,4,3,3,4,4,3,5,3,5,4,2021-12-09
LFB000668,L001,4,4,4,5,5,5,4,5,5,5,2021-12-09
LFB000669,L012,5,4,5,5,4,3,3,4,3,4,2021-12-09
LFB000670,L022,5,3,4,4,4,3,5,5,5,4,2021-12-09
LFB000671,L011,4,3,4,4,4,4,4,3,3,3,2021-12-09
LFB000672,L017,4,5,3,5,3,3,5,4,4,4,2021-12-09
LFB000673,L020,4,5,4,5,3,5,4,5,3,4,2021-12-09
LFB000674,L005,4,3,4,5,4,3,4,5,5,5,2021-12-09
LFB000675,L023,2,3,1,3,5,4,5,4,4,3,2021-12-09
LFB000676,L013,3,4,4,4,3,3,3,5,4,3,2021-12-09
LFB000677,L022,4,4,4,4,3,4,4,4,3,5,2021-12-09
LFB000678,L020,5,4,5,5,4,4,5,5,5,5,2021-12-09
LFB000679,L023,3,4,2,3,4,4,2,3,4,5,2021-12-09
LFB000680,L002,5,5,4,3,5,4,4,4,4,3,2021-12-09
LFB000681,L021,4,3,3,5,3,3,4,3,4,4,2021-12-09
LFB000682,L012,4,4,2,4,3,2,4,2,4,4,2021-12-09
LFB000683,L005,4,2,3,5,2,4,3,4,3,4,2021-12-09
LFB000684,L013,2,2,3,3,2,2,4,4,1,5,2021-12-09
LFB000685,L014,3,3,1,3,4,4,3,3,2,3,2021-12-10
LFB000686,L023,3,3,5,3,5,4,2,4,4,4,2021-12-10
LFB000687,L025,2,4,2,3,3,4,3,4,4,4,2021-12-10
LFB000688,L016,3,4,4,2,5,2,4,3,4,5,2021-12-10
LFB000689,L020,4,4,5,3,4,4,4,4,5,4,2021-12-10
LFB000690,L011,3,3,3,4,3,3,3,4,3,5,2021-12-10
LFB000691,L025,2,2,4,3,4,2,3,5,3,3,2021-12-10
LFB000692,L020,4,3,3,2,3,4,4,3,3,2,2021-12-10
LFB000693,L019,5,4,4,5,3,4,3,5,5,5,2021-12-10
LFB000694,L005,4,4,2,3,2,3,4,4,2,2,2021-12-10
LFB000695,L001,3,2,4,4,5,5,5,4,3,3,2021-12-10
LFB000696,L005,4,1,3,3,3,2,3,3,2,3,2021-12-10
LFB000697,L013,4,3,3,4,5,4,4,3,5,4,2021-12-10
LFB000698,L008,3,4,4,2,4,4,4,4,4,4,2021-12-10
LFB000699,L021,4,3,3,4,3,3,3,4,3,4,2021-12-10
LFB000700,L022,5,5,4,2,3,3,2,4,3,4,2021-12-10
LFB000701,L020,5,4,4,3,5,4,3,4,3,4,2021-12-10
LFB000702,L005,4,4,2,2,2,4,4,4,4,4,2021-12-10
LFB000703,L007,2,4,2,3,3,4,3,4,3,4,2021-12-10
LFB000704,L005,4,5,4,4,4,5,5,3,4,4,2021-12-10
LFB000705,L013,3,4,2,4,4,1,3,4,3,4,2021-12-10
LFB000706,L011,2,3,2,3,5,3,4,3,4,3,2021-12-10
LFB000707,L014,5,2,3,3,2,4,3,4,3,5,2021-12-10
LFB000708,L001,2,2,1,3,3,4,4,4,3,3,2021-12-11
LFB000709,L014,4,2,3,3,3,5,3,4,3,2,2021-12-11
LFB000710,L026,4,3,5,4,4,4,5,4,4,5,2021-12-11
LFB000711,L026,4,2,2,5,4,4,3,3,4,4,2021-12-11
LFB000712,L020,4,4,4,4,4,3,4,4,4,3,2021-12-11
LFB000713,L023,3,5,3,4,4,3,3,4,4,3,2021-12-11
LFB000714,L011,5,4,3,4,3,3,3,5,2,3,2021-12-11
LFB000715,L014,5,5,4,4,4,4,4,3,5,4,2021-12-11
LFB000716,L012,3,4,4,5,3,3,3,3,4,5,2021-12-11
LFB000717,L023,2,4,3,5,2,3,4,3,3,4,2021-12-11
LFB000718,L013,5,5,4,3,4,4,3,4,4,4,2021-12-11
LFB000719,L020,2,4,3,3,5,3,3,4,5,4,2021-12-11
LFB000720,L003,3,3,4,4,5,5,4,5,3,5,2021-12-11
LFB000721,L014,2,4,4,4,5,5,3,4,5,3,2021-12-11
LFB000722,L021,4,2,3,3,4,3,3,5,4,4,2021-12-11
LFB000723,L015,3,2,3,2,3,4,3,3,3,4,2021-12-11
LFB000724,L012,4,5,4,5,5,4,4,5,5,4,2021-12-11
LFB000725,L011,5,3,2,4,5,4,3,3,4,5,2021-12-11
LFB000726,L024,4,4,3,4,2,4,4,5,5,4,2021-12-11
LFB000727,L004,4,4,2,4,3,5,3,3,4,5,2021-12-11
LFB000728,L002,4,5,3,5,3,4,3,3,4,3,2021-12-11
LFB000729,L001,3,5,4,3,4,4,4,4,3,4,2021-12-11
LFB000730,L004,4,3,4,3,2,3,3,4,3,4,2021-12-12
LFB000731,L022,4,4,4,3,5,4,3,5,4,4,2021-12-12
LFB000732,L002,3,4,3,5,4,4,2,4,2,3,2021-12-12
LFB000733,L025,4,4,3,4,5,5,4,3,5,5,2021-12-12
LFB000734,L001,5,3,4,4,5,4,4,5,4,5,2021-12-12
LFB000735,L022,2,4,3,3,3,3,4,4,4,1,2021-12-12
LFB000736,L020,3,3,3,4,4,4,4,3,3,3,2021-12-12
LFB000737,L014,4,5,4,4,5,4,3,5,4,3,2021-12-12
LFB000738,L015,4,3,3,5,3,5,3,5,4,3,2021-12-12
LFB000739,L011,4,3,3,3,4,3,3,4,4,4,2021-12-12
LFB000740,L026,5,5,3,3,2,5,4,4,4,5,2021-12-12
LFB000741,L022,3,1,4,3,4,1,4,3,3,3,2021-12-12
LFB000742,L022,4,3,4,3,4,4,2,5,3,2,2021-12-12
LFB000743,L015,5,5,5,4,4,5,5,4,5,4,2021-12-12
LFB000744,L021,5,3,4,5,5,4,4,5,5,5,2021-12-12
LFB000745,L012,4,2,2,5,4,3,5,2,4,1,2021-12-12
LFB000746,L002,4,4,2,2,5,5,2,4,3,4,2021-12-12
LFB000747,L017,3,3,3,4,3,4,4,5,4,3,2021-12-12
LFB000748,L004,3,3,2,3,5,3,2,3,4,4,2021-12-12
LFB000749,L016,4,5,4,3,2,3,4,5,5,4,2021-12-12
LFB000750,L023,3,4,3,4,4,4,4,4,4,5,2021-12-12
LFB000751,L010,4,4,3,3,4,3,5,2,5,5,2021-12-12
LFB000752,L001,2,3,4,4,4,5,3,2,3,1,2021-12-12
LFB000753,L007,5,3,4,3,3,4,2,5,3,4,2021-12-12
LFB000754,L014,3,2,2,3,3,4,3,2,2,2,2021-12-12
LFB000755,L015,3,3,2,3,3,3,4,4,2,2,2021-12-12
LFB000756,L001,4,5,3,4,5,5,3,2,4,5,2021-12-12
LFB000757,L021,4,4,3,4,3,4,4,4,4,4,2021-12-13
LFB000758,L020,5,4,4,3,4,5,4,4,5,4,2021-12-13
LFB000759,L022,3,4,4,3,5,5,3,5,5,4,2021-12-13
LFB000760,L022,2,3,2,4,4,4,5,5,3,2,2021-12-13
LFB000761,L023,5,3,4,5,3,4,4,4,4,4,2021-12-13
LFB000762,L021,3,5,3,5,3,4,2,3,3,4,2021-12-13
LFB000763,L002,5,3,5,4,5,4,2,4,3,4,2021-12-13
LFB000764,L020,4,4,4,5,4,4,4,5,3,4,2021-12-13
LFB000765,L016,4,4,4,5,5,5,5,4,3,4,2021-12-13
LFB000766,L023,4,5,3,4,3,4,4,5,4,5,2021-12-13
LFB000767,L013,3,3,5,3,5,5,4,4,3,4,2021-12-13
LFB000768,L021,4,4,4,3,4,2,5,3,4,4,2021-12-13
LFB000769,L025,4,5,5,4,3,5,3,4,3,3,2021-12-13
